2024-07-16 21:08:53,574 INFO    StreamThr :32758 [internal.py:wandb_internal():85] W&B internal server running at pid: 32758, started at: 2024-07-16 21:08:53.573242
2024-07-16 21:08:53,575 DEBUG   HandlerThread:32758 [handler.py:handle_request():158] handle_request: status
2024-07-16 21:08:53,577 INFO    WriterThread:32758 [datastore.py:open_for_write():87] open: /Users/vedantgaur/Projects/mech-interp-triggers/wandb/run-20240716_210853-cnko9jxa/run-cnko9jxa.wandb
2024-07-16 21:08:53,578 DEBUG   SenderThread:32758 [sender.py:send():379] send: header
2024-07-16 21:08:53,605 DEBUG   SenderThread:32758 [sender.py:send():379] send: run
2024-07-16 21:08:53,920 INFO    SenderThread:32758 [dir_watcher.py:__init__():211] watching files in: /Users/vedantgaur/Projects/mech-interp-triggers/wandb/run-20240716_210853-cnko9jxa/files
2024-07-16 21:08:53,920 INFO    SenderThread:32758 [sender.py:_start_run_threads():1188] run started: cnko9jxa with start time 1721189333.573858
2024-07-16 21:08:53,931 DEBUG   HandlerThread:32758 [handler.py:handle_request():158] handle_request: check_version
2024-07-16 21:08:53,932 DEBUG   SenderThread:32758 [sender.py:send_request():406] send_request: check_version
2024-07-16 21:08:54,088 DEBUG   HandlerThread:32758 [handler.py:handle_request():158] handle_request: run_start
2024-07-16 21:08:54,100 DEBUG   HandlerThread:32758 [system_info.py:__init__():26] System info init
2024-07-16 21:08:54,100 DEBUG   HandlerThread:32758 [system_info.py:__init__():41] System info init done
2024-07-16 21:08:54,100 INFO    HandlerThread:32758 [system_monitor.py:start():194] Starting system monitor
2024-07-16 21:08:54,100 INFO    SystemMonitor:32758 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-07-16 21:08:54,100 INFO    HandlerThread:32758 [system_monitor.py:probe():214] Collecting system info
2024-07-16 21:08:54,101 INFO    SystemMonitor:32758 [interfaces.py:start():188] Started cpu monitoring
2024-07-16 21:08:54,103 INFO    SystemMonitor:32758 [interfaces.py:start():188] Started disk monitoring
2024-07-16 21:08:54,103 INFO    SystemMonitor:32758 [interfaces.py:start():188] Started gpuapple monitoring
2024-07-16 21:08:54,111 INFO    SystemMonitor:32758 [interfaces.py:start():188] Started memory monitoring
2024-07-16 21:08:54,112 INFO    SystemMonitor:32758 [interfaces.py:start():188] Started network monitoring
2024-07-16 21:08:54,578 DEBUG   HandlerThread:32758 [system_info.py:probe():152] Probing system
2024-07-16 21:08:54,583 DEBUG   HandlerThread:32758 [system_info.py:_probe_git():137] Probing git
2024-07-16 21:08:54,603 DEBUG   HandlerThread:32758 [system_info.py:_probe_git():145] Probing git done
2024-07-16 21:08:54,603 DEBUG   HandlerThread:32758 [system_info.py:probe():200] Probing system done
2024-07-16 21:08:54,604 DEBUG   HandlerThread:32758 [system_monitor.py:probe():223] {'os': 'macOS-14.3-arm64-arm-64bit', 'python': '3.12.4', 'heartbeatAt': '2024-07-17T04:08:54.578726', 'startedAt': '2024-07-17T04:08:53.566269', 'docker': None, 'cuda': None, 'args': ('--model', 'qwen2-0.5B-Instruct', '--dataset_size', '65', '--test_dataset_size', '10', '--dataset_name', 'formatted'), 'state': 'running', 'program': '/Users/vedantgaur/Projects/mech-interp-triggers/scripts/train.py', 'codePathLocal': 'scripts/train.py', 'codePath': 'scripts/train.py', 'git': {'remote': 'https://github.com/vedantgaur/mech-interp-triggers.git', 'commit': 'adfed5840b11428dd4f8476632e9f8778651a2ea'}, 'email': None, 'root': '/Users/vedantgaur/Projects/mech-interp-triggers', 'host': 'Vedants-MacBook-Pro.local', 'username': 'vedantgaur', 'executable': '/Users/vedantgaur/Projects/mech-interp-triggers/myenv/bin/python', 'cpu_count': 11, 'cpu_count_logical': 11, 'cpu_freq': {'current': 4056, 'min': 696, 'max': 4056}, 'cpu_freq_per_core': [{'current': 4056, 'min': 696, 'max': 4056}], 'disk': {'/': {'total': 460.4317207336426, 'used': 13.403987884521484}}, 'gpuapple': {'type': 'Apple M3 Pro', 'vendor': 'sppci_vendor_Apple'}, 'memory': {'total': 18.0}}
2024-07-16 21:08:54,604 INFO    HandlerThread:32758 [system_monitor.py:probe():224] Finished collecting system info
2024-07-16 21:08:54,604 INFO    HandlerThread:32758 [system_monitor.py:probe():227] Publishing system info
2024-07-16 21:08:54,604 INFO    HandlerThread:32758 [system_monitor.py:probe():229] Finished publishing system info
2024-07-16 21:08:54,606 DEBUG   SenderThread:32758 [sender.py:send():379] send: files
2024-07-16 21:08:54,606 INFO    SenderThread:32758 [sender.py:_save_file():1454] saving file wandb-metadata.json with policy now
2024-07-16 21:08:54,640 DEBUG   HandlerThread:32758 [handler.py:handle_request():158] handle_request: python_packages
2024-07-16 21:08:54,640 DEBUG   SenderThread:32758 [sender.py:send_request():406] send_request: python_packages
2024-07-16 21:08:54,641 DEBUG   HandlerThread:32758 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-16 21:08:54,641 DEBUG   HandlerThread:32758 [handler.py:handle_request():158] handle_request: stop_status
2024-07-16 21:08:54,641 DEBUG   SenderThread:32758 [sender.py:send():379] send: telemetry
2024-07-16 21:08:54,641 DEBUG   SenderThread:32758 [sender.py:send_request():406] send_request: stop_status
2024-07-16 21:08:54,924 INFO    Thread-12 :32758 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/vedantgaur/Projects/mech-interp-triggers/wandb/run-20240716_210853-cnko9jxa/files/output.log
2024-07-16 21:08:54,925 INFO    Thread-12 :32758 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/vedantgaur/Projects/mech-interp-triggers/wandb/run-20240716_210853-cnko9jxa/files/requirements.txt
2024-07-16 21:08:54,925 INFO    Thread-12 :32758 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/vedantgaur/Projects/mech-interp-triggers/wandb/run-20240716_210853-cnko9jxa/files/wandb-metadata.json
2024-07-16 21:08:55,129 INFO    wandb-upload_0:32758 [upload_job.py:push():130] Uploaded file /var/folders/q6/dsjpf5_j4mv9t3rk81kpbsd00000gn/T/tmpgowizgmzwandb/gmz8cuo0-wandb-metadata.json
2024-07-16 21:08:55,642 DEBUG   HandlerThread:32758 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-16 21:08:56,394 DEBUG   SenderThread:32758 [sender.py:send():379] send: telemetry
2024-07-16 21:08:56,644 DEBUG   HandlerThread:32758 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-16 21:08:56,934 INFO    Thread-12 :32758 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/vedantgaur/Projects/mech-interp-triggers/wandb/run-20240716_210853-cnko9jxa/files/output.log
2024-07-16 21:08:57,649 DEBUG   HandlerThread:32758 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-16 21:08:58,653 DEBUG   HandlerThread:32758 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-16 21:08:58,864 DEBUG   HandlerThread:32758 [handler.py:handle_request():158] handle_request: status_report
2024-07-16 21:08:58,944 INFO    Thread-12 :32758 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/vedantgaur/Projects/mech-interp-triggers/wandb/run-20240716_210853-cnko9jxa/files/output.log
2024-07-16 21:08:59,652 DEBUG   HandlerThread:32758 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-16 21:09:00,655 DEBUG   HandlerThread:32758 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-16 21:09:01,661 DEBUG   HandlerThread:32758 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-16 21:09:02,662 DEBUG   HandlerThread:32758 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-16 21:09:03,667 DEBUG   HandlerThread:32758 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-16 21:09:04,651 DEBUG   HandlerThread:32758 [handler.py:handle_request():158] handle_request: status_report
2024-07-16 21:09:04,671 DEBUG   HandlerThread:32758 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-16 21:09:05,676 DEBUG   HandlerThread:32758 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-16 21:09:06,730 DEBUG   HandlerThread:32758 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-16 21:09:07,734 DEBUG   HandlerThread:32758 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-16 21:09:08,738 DEBUG   HandlerThread:32758 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-16 21:09:09,646 DEBUG   HandlerThread:32758 [handler.py:handle_request():158] handle_request: stop_status
2024-07-16 21:09:09,646 DEBUG   SenderThread:32758 [sender.py:send_request():406] send_request: stop_status
2024-07-16 21:09:09,743 DEBUG   HandlerThread:32758 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-16 21:09:09,849 DEBUG   HandlerThread:32758 [handler.py:handle_request():158] handle_request: status_report
2024-07-16 21:09:10,751 DEBUG   HandlerThread:32758 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-16 21:09:11,753 DEBUG   HandlerThread:32758 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-16 21:09:12,758 DEBUG   HandlerThread:32758 [handler.py:handle_request():158] handle_request: internal_messages
